epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,826.311,1.67895,2.74211,0.198,1.02251,1.69983,0.80753,0.91613,0.9308,0.48855,0.79047,0.89677,0.90851,0.52819,1.66039,1.71216,0.03819,0.92691,1.37647,0.001736,0.001736,0.001736
46,847.244,1.69025,2.61151,0.20539,1.04482,1.71541,0.8682,0.83226,0.90742,0.47842,0.85782,0.81935,0.88603,0.49819,1.65193,1.76495,0.03524,0.87933,1.38012,0.00173,0.00173,0.00173
47,863.695,1.70209,2.60115,0.18873,1.00756,1.72079,0.78061,0.82642,0.82912,0.30998,0.76318,0.81085,0.79699,0.44915,2.00387,1.71216,0.02955,1.51445,1.57058,0.001724,0.001724,0.001724
48,880.552,1.65708,2.616,0.20144,1.00829,1.71188,0.90596,0.80805,0.9372,0.34056,0.81782,0.86886,0.9186,0.53958,2.20417,1.69148,0.03615,0.93755,1.68047,0.001718,0.001718,0.001718
49,897.476,1.6554,2.60482,0.20234,1.02822,1.69438,0.86066,0.83683,0.93958,0.44761,0.84005,0.81321,0.90858,0.50957,1.83739,1.80353,0.03741,0.90962,1.46793,0.001712,0.001712,0.001712
50,917.475,1.69078,2.742,0.21675,1.03968,1.74257,0.83524,0.84516,0.91439,0.4137,0.79325,0.84516,0.89033,0.49717,1.87991,1.78742,0.02942,1.0001,1.48552,0.001706,0.001706,0.001706
51,933.892,1.65606,2.6158,0.19675,1.02257,1.68936,0.81043,0.85501,0.871,0.38157,0.79208,0.83566,0.84278,0.48872,1.93917,1.69913,0.04178,1.03432,1.53595,0.0017,0.0017,0.0017
52,949.517,1.6571,2.6051,0.18335,0.98341,1.69996,0.84874,0.89032,0.92103,0.30393,0.84107,0.88387,0.90187,0.51354,2.26981,1.66156,0.03545,1.25728,1.81797,0.001694,0.001694,0.001694
53,966.262,1.67813,2.59023,0.19126,1.01658,1.73864,0.83389,0.84209,0.90948,0.43312,0.8129,0.81935,0.87359,0.48746,1.76611,1.70157,0.04365,1.12618,1.42323,0.001688,0.001688,0.001688
54,986.982,1.67248,2.56127,0.19205,0.98147,1.70024,0.8665,0.92124,0.95252,0.45032,0.84822,0.90141,0.93065,0.53898,1.84693,1.67735,0.03214,0.98061,1.47872,0.001682,0.001682,0.001682
55,1002.63,1.66341,2.58131,0.18547,0.99847,1.68344,0.83197,0.89445,0.9105,0.30343,0.80786,0.86807,0.86446,0.50239,2.25137,1.63692,0.02724,1.16208,1.72718,0.001676,0.001676,0.001676
56,1017.9,1.65501,2.70548,0.19599,0.9741,1.69039,0.82389,0.87742,0.91708,0.43622,0.80966,0.86452,0.8931,0.49484,1.9037,1.72429,0.03641,0.90963,1.4806,0.00167,0.00167,0.00167
57,1034.5,1.63808,2.55101,0.18811,0.98551,1.68898,0.79699,0.91182,0.90328,0.42697,0.78039,0.89412,0.86519,0.47358,1.82809,1.66263,0.03207,1.13051,1.46758,0.001664,0.001664,0.001664
58,1054.47,1.63627,2.58551,0.19699,0.98459,1.69299,0.81004,0.90787,0.91674,0.39866,0.77784,0.88387,0.86275,0.49097,2.0066,1.66739,0.02538,1.12595,1.55358,0.001658,0.001658,0.001658
59,1074.39,1.63876,2.65353,0.1986,0.98747,1.68989,0.82141,0.89019,0.89584,0.36985,0.80294,0.86753,0.86825,0.50789,2.00256,1.6285,0.02856,1.1372,1.56742,0.001652,0.001652,0.001652
60,1090.29,1.5982,2.59864,0.19511,0.98979,1.67167,0.86659,0.91613,0.94711,0.48394,0.85438,0.90323,0.92655,0.55429,1.70238,1.58907,0.03135,0.88363,1.40856,0.001646,0.001646,0.001646
61,1107.35,1.60765,2.53955,0.1846,0.974,1.67613,0.79809,0.89032,0.88981,0.48753,0.78541,0.87742,0.86809,0.49029,1.55603,1.63367,0.02878,1.11192,1.32904,0.00164,0.00164,0.00164
